Month End,Current (Arrival) Region,Current (Arrival) District,Previous (Departure) Region,Previous (Departure) District,Reason,Current (Arrival) Priority Need,nrind,year,week
31/08/2017,Woqooyi Galbeed,Hargeysa,Hiraan,Bulo Burto,Drought related,Food,5,2017,34
31/08/2017,Woqooyi Galbeed,Hargeysa,Hiraan,Bulo Burto,Other,Food,5,2017,32
30/09/2017,Mudug,Gaalkacyo,Hiraan,Belet Weyne,Drought related,Livelihood Support,5,2017,36
30/09/2017,Woqooyi Galbeed,Hargeysa,Hiraan,Bulo Burto,Drought related,Water,5,2017,36
31/10/2017,Bari,Bossaso,Hiraan,Belet Weyne,Drought related,Livelihood Support,5,2017,42
31/10/2017,Bari,Qardho,Hiraan,Belet Weyne,Conflict/Insecurity,Food,5,2017,41
31/10/2017,Mudug,Gaalkacyo,Hiraan,Jalalaqsi,Drought related,Livelihood Support,5,2017,42
31/10/2017,Woqooyi Galbeed,Hargeysa,Hiraan,Belet Weyne,Drought related,Food,5,2017,41
31/10/2017,Woqooyi Galbeed,Hargeysa,Hiraan,Belet Weyne,Drought related,Water,5,2017,42
30/11/2017,Banadir,Banadir,Hiraan,Jalalaqsi,Drought related,Water,5,2017,44
30/11/2017,Bari,Bossaso,Hiraan,Belet Weyne,Conflict/Insecurity,Shelter,5,2017,45
30/11/2017,Bari,Qardho,Hiraan,Belet Weyne,Drought related,Food,5,2017,45
30/11/2017,Nugaal,Garoowe,Hiraan,Bulo Burto,Drought related,Livelihood Support,5,2017,46
30/11/2017,Woqooyi Galbeed,Hargeysa,Hiraan,Belet Weyne,Drought related,Water,5,2017,46
30/11/2017,Woqooyi Galbeed,Hargeysa,Hiraan,Bulo Burto,Drought related,Water,5,2017,44
30/11/2017,Woqooyi Galbeed,Hargeysa,Hiraan,Bulo Burto,Drought related,Water,5,2017,47
30/11/2017,Woqooyi Galbeed,Hargeysa,Hiraan,Jalalaqsi,Drought related,Food,5,2017,45
31/12/2017,Bari,Qardho,Hiraan,Belet Weyne,Conflict/Insecurity,Livelihood Support,5,2017,48
31/12/2017,Mudug,Galdogob,Hiraan,Belet Weyne,Drought related,Shelter,5,2017,48
31/12/2017,Nugaal,Garoowe,Hiraan,Jalalaqsi,Conflict/Insecurity,Livelihood Support,5,2017,50
31/12/2017,Woqooyi Galbeed,Hargeysa,Hiraan,Belet Weyne,Drought related,Water,5,2017,50
31/12/2017,Woqooyi Galbeed,Hargeysa,Hiraan,Jalalaqsi,Drought related,Water,5,2017,50
31/01/2018,Bari,Qardho,Hiraan,Belet Weyne,Conflict/Insecurity,Livelihood Support,5,2018,3
31/01/2018,Mudug,Gaalkacyo,Hiraan,Belet Weyne,Drought related,Food,5,2018,2
31/01/2018,Mudug,Gaalkacyo,Hiraan,Belet Weyne,Drought related,Water,5,2018,3
31/01/2018,Mudug,Gaalkacyo,Hiraan,Bulo Burto,Drought related,Shelter,5,2018,2
31/01/2018,Woqooyi Galbeed,Hargeysa,Hiraan,Bulo Burto,Drought related,Protection,5,2018,1
31/01/2018,Woqooyi Galbeed,Hargeysa,Hiraan,Jalalaqsi,Drought related,Water,5,2018,3
28/02/2018,Mudug,Gaalkacyo,Hiraan,Jalalaqsi,Drought related,Livelihood Support,5,2018,8
28/02/2018,Woqooyi Galbeed,Hargeysa,Hiraan,Bulo Burto,Drought related,Food,5,2018,6
28/02/2018,Woqooyi Galbeed,Hargeysa,Hiraan,Bulo Burto,Drought related,Food,5,2018,8
31/03/2018,Bari,Qardho,Hiraan,Belet Weyne,Drought related,Shelter,5,2018,11
31/03/2018,Mudug,Gaalkacyo,Hiraan,Belet Weyne,Drought related,Livelihood Support,5,2018,10
31/03/2018,Woqooyi Galbeed,Hargeysa,Hiraan,Belet Weyne,Drought related,Food,5,2018,12
31/03/2018,Woqooyi Galbeed,Hargeysa,Hiraan,Jalalaqsi,Drought related,Food,5,2018,12
30/04/2018,Banadir,Banadir,Hiraan,Belet Weyne,Flood,Humanitarian Aid,5,2018,17
30/04/2018,Banadir,Banadir,Hiraan,Belet Weyne,Flood,Food,5,2018,17
30/04/2018,Banadir,Banadir,Hiraan,Bulo Burto,Other,Livelihood Support,5,2018,15
30/04/2018,Bari,Qardho,Hiraan,Bulo Burto,Drought related,Humanitarian Aid,5,2018,17
30/04/2018,Mudug,Gaalkacyo,Hiraan,Belet Weyne,Drought related,Livelihood Support,5,2018,14
30/04/2018,Woqooyi Galbeed,Hargeysa,Hiraan,Bulo Burto,Drought related,Food,5,2018,14
30/04/2018,Woqooyi Galbeed,Hargeysa,Hiraan,Jalalaqsi,Drought related,Food,5,2018,14
31/05/2018,Banadir,Banadir,Hiraan,Belet Weyne,Flood,Health,5,2018,19
31/05/2018,Banadir,Banadir,Hiraan,Belet Weyne,Flood,Food,5,2018,19
31/05/2018,Banadir,Banadir,Hiraan,Belet Weyne,Flood,Humanitarian Aid,5,2018,20
31/05/2018,Banadir,Banadir,Hiraan,Belet Weyne,Flood,Food,5,2018,21
31/05/2018,Bari,Bossaso,Hiraan,Belet Weyne,Drought related,Shelter,5,2018,18
31/05/2018,Bari,Bossaso,Hiraan,Belet Weyne,Flood,Water,5,2018,21
31/05/2018,Bari,Bossaso,Hiraan,Belet Weyne,Other,Water,5,2018,19
31/05/2018,Bari,Qardho,Hiraan,Belet Weyne,Flood,Humanitarian Aid,5,2018,22
31/05/2018,Hiraan,Belet Weyne,Hiraan,Belet Weyne,Flood,Livelihood Support,5,2018,19
31/05/2018,Mudug,Gaalkacyo,Hiraan,Belet Weyne,Drought related,Livelihood Support,5,2018,19
31/05/2018,Mudug,Gaalkacyo,Hiraan,Belet Weyne,Flood,Livelihood Support,5,2018,21
31/05/2018,Mudug,Gaalkacyo,Hiraan,Belet Weyne,Flood,Livelihood Support,5,2018,22
31/05/2018,Mudug,Gaalkacyo,Hiraan,Belet Weyne,Other,Health,5,2018,21
31/05/2018,Mudug,Gaalkacyo,Hiraan,Jalalaqsi,Drought related,Food,5,2018,21
31/05/2018,Nugaal,Garoowe,Hiraan,Belet Weyne,Flood,Livelihood Support,5,2018,19
31/05/2018,Nugaal,Garoowe,Hiraan,Belet Weyne,Other,Livelihood Support,5,2018,20
30/06/2018,Banadir,Banadir,Hiraan,Bulo Burto,Conflict/Insecurity,Livelihood Support,5,2018,23
30/06/2018,Bari,Qardho,Hiraan,Belet Weyne,Drought related,Health,5,2018,26
30/06/2018,Bari,Qardho,Hiraan,Jalalaqsi,Drought related,Livelihood Support,5,2018,23
30/06/2018,Mudug,Gaalkacyo,Hiraan,Belet Weyne,Drought related,Shelter,5,2018,23
30/06/2018,Mudug,Gaalkacyo,Hiraan,Belet Weyne,Drought related,Livelihood Support,5,2018,25
30/06/2018,Mudug,Gaalkacyo,Hiraan,Belet Weyne,Drought related,Shelter,5,2018,25
30/06/2018,Woqooyi Galbeed,Hargeysa,Hiraan,Belet Weyne,Drought related,Water,5,2018,23
30/06/2018,Woqooyi Galbeed,Hargeysa,Hiraan,Jalalaqsi,Drought related,Water,5,2018,24
31/07/2018,Banadir,Banadir,Hiraan,Belet Weyne,Conflict/Insecurity,Food,5,2018,27
31/07/2018,Bari,Bossaso,Hiraan,Belet Weyne,Flood,Shelter,5,2018,27
31/07/2018,Bari,Qardho,Hiraan,Jalalaqsi,Drought related,Livelihood Support,5,2018,29
31/07/2018,Mudug,Gaalkacyo,Hiraan,Belet Weyne,Drought related,Health,5,2018,27
31/07/2018,Mudug,Gaalkacyo,Hiraan,Belet Weyne,Drought related,Livelihood Support,5,2018,29
31/08/2018,Bari,Bossaso,Hiraan,Belet Weyne,Drought related,Food,5,2018,31
31/08/2018,Bari,Qardho,Hiraan,Belet Weyne,Conflict/Insecurity,Livelihood Support,5,2018,31
31/08/2018,Bari,Qardho,Hiraan,Belet Weyne,Conflict/Insecurity,Food,5,2018,34
31/08/2018,Bari,Qardho,Hiraan,Belet Weyne,Drought related,Livelihood Support,5,2018,34
31/08/2018,Mudug,Gaalkacyo,Hiraan,Belet Weyne,Drought related,Livelihood Support,5,2018,32
31/08/2018,Mudug,Gaalkacyo,Hiraan,Belet Weyne,Drought related,Food,5,2018,33
31/08/2018,Woqooyi Galbeed,Hargeysa,Hiraan,Jalalaqsi,Drought related,Water,5,2018,35
30/09/2018,Bari,Qardho,Hiraan,Belet Weyne,Drought related,Shelter,5,2018,36
30/09/2018,Bari,Qardho,Hiraan,Belet Weyne,Drought related,Livelihood Support,5,2018,36
30/09/2018,Mudug,Gaalkacyo,Hiraan,Belet Weyne,Drought related,Shelter,5,2018,38
31/10/2018,Banadir,Banadir,Hiraan,Bulo Burto,Drought related,Water,5,2018,40
31/10/2018,Bari,Qardho,Hiraan,Belet Weyne,Drought related,Livelihood Support,5,2018,40
31/10/2018,Bari,Qardho,Hiraan,Jalalaqsi,Drought related,Shelter,5,2018,42
31/10/2018,Mudug,Gaalkacyo,Hiraan,Belet Weyne,Drought related,Livelihood Support,5,2018,40
31/10/2018,Mudug,Gaalkacyo,Hiraan,Bulo Burto,Drought related,Livelihood Support,5,2018,44
31/10/2018,Woqooyi Galbeed,Hargeysa,Hiraan,Bulo Burto,Drought related,Food,5,2018,41
30/11/2018,Banadir,Banadir,Hiraan,Bulo Burto,Drought related,Food,5,2018,48
30/11/2018,Hiraan,Bulo Burto,Hiraan,Bulo Burto,Drought related,Food,5,2018,45
30/11/2018,Mudug,Gaalkacyo,Hiraan,Belet Weyne,Drought related,Livelihood Support,5,2018,46
30/11/2018,Mudug,Gaalkacyo,Hiraan,Belet Weyne,Drought related,Livelihood Support,5,2018,47
30/11/2018,Mudug,Gaalkacyo,Hiraan,Belet Weyne,Drought related,Livelihood Support,5,2018,48
30/11/2018,Woqooyi Galbeed,Hargeysa,Hiraan,Jalalaqsi,Drought related,Food,5,2018,44
31/12/2018,Banadir,Banadir,Hiraan,Bulo Burto,Drought related,Water,5,2018,50
31/12/2018,Banadir,Banadir,Hiraan,Jalalaqsi,Conflict/Insecurity,Food,5,2018,49
31/12/2018,Bari,Bossaso,Hiraan,Belet Weyne,Drought related,Food,5,2018,50
31/12/2018,Bari,Qardho,Hiraan,Jalalaqsi,Drought related,Livelihood Support,5,2018,50
31/12/2018,Hiraan,Belet Weyne,Hiraan,Belet Weyne,Drought related,Food,5,2018,50
31/12/2018,Mudug,Gaalkacyo,Hiraan,Belet Weyne,Drought related,Shelter,5,2018,48
31/12/2018,Mudug,Gaalkacyo,Hiraan,Belet Weyne,Drought related,Livelihood Support,5,2018,49
31/12/2018,Mudug,Gaalkacyo,Hiraan,Belet Weyne,Drought related,Livelihood Support,5,2018,51
31/12/2018,Mudug,Gaalkacyo,Hiraan,Jalalaqsi,Drought related,Livelihood Support,5,2018,49
31/12/2018,Woqooyi Galbeed,Hargeysa,Hiraan,Jalalaqsi,Drought related,Protection,5,2018,52
31/01/2019,Banadir,Banadir,Hiraan,Jalalaqsi,Drought related,Food,5,2019,2
31/01/2019,Bari,Bossaso,Hiraan,Belet Weyne,Drought related,Food,5,2019,3
31/01/2019,Bari,Bossaso,Hiraan,Belet Weyne,Drought related,Livelihood Support,5,2019,3
31/01/2019,Bari,Bossaso,Hiraan,Belet Weyne,Drought related,Humanitarian Aid,5,2019,3
31/01/2019,Bari,Qardho,Hiraan,Belet Weyne,Drought related,Shelter,5,2019,2
31/01/2019,Bari,Qardho,Hiraan,Belet Weyne,Drought related,Livelihood Support,5,2019,3
31/01/2019,Bari,Qardho,Hiraan,Jalalaqsi,Drought related,Humanitarian Aid,5,2019,2
31/01/2019,Mudug,Gaalkacyo,Hiraan,Belet Weyne,Drought related,Shelter,5,2019,1
31/01/2019,Mudug,Gaalkacyo,Hiraan,Belet Weyne,Drought related,Livelihood Support,5,2019,1
31/01/2019,Woqooyi Galbeed,Hargeysa,Hiraan,Belet Weyne,Drought related,Shelter,5,2019,1
31/01/2019,Woqooyi Galbeed,Hargeysa,Hiraan,Bulo Burto,Drought related,Water,5,2019,1
31/01/2019,Woqooyi Galbeed,Hargeysa,Hiraan,Bulo Burto,Drought related,Food,5,2019,3
31/01/2019,Woqooyi Galbeed,Hargeysa,Hiraan,Bulo Burto,Drought related,Water,5,2019,4
31/01/2019,Woqooyi Galbeed,Hargeysa,Hiraan,Jalalaqsi,Drought related,Food,5,2019,3
28/02/2019,Bari,Qardho,Hiraan,Belet Weyne,Drought related,Food,5,2019,8
28/02/2019,Mudug,Gaalkacyo,Hiraan,Belet Weyne,Drought related,Health,5,2019,5
28/02/2019,Woqooyi Galbeed,Hargeysa,Hiraan,Belet Weyne,Drought related,Livelihood Support,5,2019,7
28/02/2019,Woqooyi Galbeed,Hargeysa,Hiraan,Bulo Burto,Drought related,Water,5,2019,5
28/02/2019,Woqooyi Galbeed,Hargeysa,Hiraan,Bulo Burto,Drought related,Food,5,2019,7
31/03/2019,Banadir,Banadir,Hiraan,Jalalaqsi,Conflict/Insecurity,Food,5,2019,11
31/03/2019,Bari,Qardho,Hiraan,Belet Weyne,Drought related,Humanitarian Aid,5,2019,9
31/03/2019,Mudug,Gaalkacyo,Hiraan,Belet Weyne,Drought related,Livelihood Support,5,2019,10
31/03/2019,Mudug,Gaalkacyo,Hiraan,Jalalaqsi,Drought related,Shelter,5,2019,9
30/04/2019,Banadir,Banadir,Hiraan,Jalalaqsi,Conflict/Insecurity,Transport,5,2019,15
30/04/2019,Bari,Qardho,Hiraan,Belet Weyne,Drought related,Livelihood Support,5,2019,15
30/04/2019,Mudug,Gaalkacyo,Hiraan,Belet Weyne,Drought related,Livelihood Support,5,2019,15
30/04/2019,Woqooyi Galbeed,Hargeysa,Hiraan,Bulo Burto,Drought related,Food,5,2019,14
31/05/2019,Bari,Qardho,Hiraan,Belet Weyne,Drought related,Humanitarian Aid,5,2019,18
31/05/2019,Bari,Qardho,Hiraan,Jalalaqsi,Drought related,Livelihood Support,5,2019,20
31/05/2019,Mudug,Gaalkacyo,Hiraan,Jalalaqsi,Drought related,Shelter,5,2019,21
31/05/2019,Woqooyi Galbeed,Hargeysa,Hiraan,Jalalaqsi,Drought related,Water,5,2019,19
30/06/2019,Bari,Qardho,Hiraan,Belet Weyne,Drought related,Livelihood Support,5,2019,26
30/06/2019,Bari,Qardho,Hiraan,Bulo Burto,Drought related,Humanitarian Aid,5,2019,22
30/06/2019,Bari,Qardho,Hiraan,Bulo Burto,Drought related,Humanitarian Aid,5,2019,24
30/06/2019,Bari,Qardho,Hiraan,Jalalaqsi,Drought related,Shelter,5,2019,23
30/06/2019,Mudug,Gaalkacyo,Hiraan,Belet Weyne,Drought related,Shelter,5,2019,24
30/06/2019,Mudug,Gaalkacyo,Hiraan,Belet Weyne,Drought related,Shelter,5,2019,24
30/06/2019,Mudug,Gaalkacyo,Hiraan,Belet Weyne,Drought related,Shelter,5,2019,25
30/06/2019,Mudug,Gaalkacyo,Hiraan,Belet Weyne,Drought related,Livelihood Support,5,2019,26
30/06/2019,Mudug,Gaalkacyo,Hiraan,Bulo Burto,Drought related,Shelter,5,2019,23
31/07/2019,Bari,Qardho,Hiraan,Belet Weyne,Drought related,Food,5,2019,29
31/07/2019,Bari,Qardho,Hiraan,Bulo Burto,Conflict/Insecurity,Livelihood Support,5,2019,27
31/07/2019,Bari,Qardho,Hiraan,Bulo Burto,Conflict/Insecurity,Livelihood Support,5,2019,29
31/07/2019,Bari,Qardho,Hiraan,Bulo Burto,Conflict/Insecurity,Livelihood Support,5,2019,29
31/07/2019,Mudug,Gaalkacyo,Hiraan,Belet Weyne,Drought related,Livelihood Support,5,2019,27
31/07/2019,Woqooyi Galbeed,Hargeysa,Hiraan,Jalalaqsi,Drought related,Water,5,2019,28
31/01/2016,Mudug,Gaalkacyo,Hiraan,Belet Weyne,Drought related,Food,4,2016,2
31/01/2016,Mudug,Gaalkacyo,Hiraan,Jalalaqsi,Drought related,Livelihood Support,4,2016,2
31/01/2016,Woqooyi Galbeed,Hargeysa,Hiraan,Jalalaqsi,Drought related,Food,4,2016,2
31/01/2016,Woqooyi Galbeed,Hargeysa,Hiraan,Jalalaqsi,Drought related,Food,4,2016,4
29/02/2016,Woqooyi Galbeed,Hargeysa,Hiraan,Belet Weyne,Drought related,Food,4,2016,6
31/03/2016,Mudug,Gaalkacyo,Hiraan,Belet Weyne,Drought related,Health,4,2016,12
31/03/2016,Woqooyi Galbeed,Hargeysa,Hiraan,Belet Weyne,Drought related,Food,4,2016,12
30/04/2016,Bari,Bossaso,Hiraan,Belet Weyne,Drought related,Food,4,2016,17
30/04/2016,Bari,Qardho,Hiraan,Bulo Burto,Drought related,Shelter,4,2016,17
30/04/2016,Mudug,Gaalkacyo,Hiraan,Bulo Burto,Drought related,Livelihood Support,4,2016,15
30/04/2016,Woqooyi Galbeed,Hargeysa,Hiraan,Belet Weyne,Drought related,Food,4,2016,15
31/05/2016,Mudug,Gaalkacyo,Hiraan,Belet Weyne,Drought related,Shelter,4,2016,18
31/05/2016,Woqooyi Galbeed,Hargeysa,Hiraan,Belet Weyne,Drought related,Water,4,2016,21
31/05/2016,Woqooyi Galbeed,Hargeysa,Hiraan,Bulo Burto,Drought related,Food,4,2016,18
31/05/2016,Woqooyi Galbeed,Hargeysa,Hiraan,Jalalaqsi,Drought related,Food,4,2016,18
31/05/2016,Woqooyi Galbeed,Hargeysa,Hiraan,Jalalaqsi,Drought related,Food,4,2016,20
30/06/2016,Awdal,Borama,Hiraan,Jalalaqsi,Drought related,Livelihood Support,4,2016,24
30/06/2016,Bari,Bossaso,Hiraan,Belet Weyne,Drought related,Food,4,2016,25
30/06/2016,Mudug,Gaalkacyo,Hiraan,Belet Weyne,Drought related,Livelihood Support,4,2016,24
30/06/2016,Woqooyi Galbeed,Hargeysa,Hiraan,Jalalaqsi,Drought related,Food,4,2016,25
31/07/2016,Woqooyi Galbeed,Hargeysa,Hiraan,Belet Weyne,Drought related,Food,4,2016,29
31/07/2016,Woqooyi Galbeed,Hargeysa,Hiraan,Jalalaqsi,Drought related,Water,4,2016,29
31/07/2016,Woqooyi Galbeed,Hargeysa,Hiraan,Jalalaqsi,Drought related,Food,4,2016,30
31/08/2016,Bari,Qardho,Hiraan,Belet Weyne,Conflict/Insecurity,Livelihood Support,4,2016,31
31/08/2016,Mudug,Gaalkacyo,Hiraan,Belet Weyne,Drought related,Food,4,2016,32
31/08/2016,Woqooyi Galbeed,Hargeysa,Hiraan,Belet Weyne,Drought related,Food,4,2016,34
31/08/2016,Woqooyi Galbeed,Hargeysa,Hiraan,Belet Weyne,Drought related,Water,4,2016,34
31/08/2016,Woqooyi Galbeed,Hargeysa,Hiraan,Jalalaqsi,Drought related,Food,4,2016,33
30/09/2016,Woqooyi Galbeed,Hargeysa,Hiraan,Bulo Burto,Drought related,Food,4,2016,38
30/09/2016,Woqooyi Galbeed,Hargeysa,Hiraan,Jalalaqsi,Drought related,Water,4,2016,37
31/10/2016,Bari,Bossaso,Hiraan,Belet Weyne,Drought related,Food,4,2016,42
30/11/2016,Woqooyi Galbeed,Hargeysa,Hiraan,Belet Weyne,Drought related,Food,4,2016,45
30/11/2016,Woqooyi Galbeed,Hargeysa,Hiraan,Jalalaqsi,Drought related,Water,4,2016,45
30/11/2016,Woqooyi Galbeed,Hargeysa,Hiraan,Jalalaqsi,Drought related,Food,4,2016,47
30/11/2016,Woqooyi Galbeed,Hargeysa,Hiraan,Jalalaqsi,Drought related,Water,4,2016,47
31/12/2016,Woqooyi Galbeed,Hargeysa,Hiraan,Belet Weyne,Drought related,Food,4,2016,50
31/01/2017,Bari,Bossaso,Hiraan,Belet Weyne,Drought related,Food,4,2017,2
31/03/2017,Bari,Qardho,Hiraan,Belet Weyne,Conflict/Insecurity,Livelihood Support,4,2017,10
31/05/2017,Woqooyi Galbeed,Hargeysa,Hiraan,Belet Weyne,Drought related,Food,4,2017,19
31/07/2017,Woqooyi Galbeed,Hargeysa,Hiraan,Belet Weyne,Drought related,Food,4,2017,29
30/09/2017,Woqooyi Galbeed,Hargeysa,Hiraan,Bulo Burto,Drought related,Water,4,2017,36
31/10/2017,Woqooyi Galbeed,Hargeysa,Hiraan,Belet Weyne,Drought related,Water,4,2017,41
30/11/2017,Bari,Qardho,Hiraan,Belet Weyne,Drought related,Food,4,2017,44
30/11/2017,Bari,Qardho,Hiraan,Bulo Burto,Conflict/Insecurity,Livelihood Support,4,2017,45
30/11/2017,Woqooyi Galbeed,Hargeysa,Hiraan,Bulo Burto,Drought related,Water,4,2017,47
30/11/2017,Woqooyi Galbeed,Hargeysa,Hiraan,Bulo Burto,Drought related,Food,4,2017,47
30/11/2017,Woqooyi Galbeed,Hargeysa,Hiraan,Jalalaqsi,Drought related,Food,4,2017,45
31/12/2017,Bari,Bossaso,Hiraan,Jalalaqsi,Drought related,Food,4,2017,49
31/12/2017,Mudug,Gaalkacyo,Hiraan,Belet Weyne,Drought related,Livelihood Support,4,2017,52
31/12/2017,Woqooyi Galbeed,Hargeysa,Hiraan,Bulo Burto,Drought related,Food,4,2017,50
31/01/2018,Woqooyi Galbeed,Hargeysa,Hiraan,Jalalaqsi,Drought related,Water,4,2018,3
31/01/2018,Woqooyi Galbeed,Hargeysa,Hiraan,Jalalaqsi,Drought related,Water,4,2018,5
28/02/2018,Mudug,Gaalkacyo,Hiraan,Bulo Burto,Drought related,Livelihood Support,4,2018,8
30/04/2018,Banadir,Banadir,Hiraan,Belet Weyne,Flood,Shelter,4,2018,17
30/04/2018,Bari,Qardho,Hiraan,Jalalaqsi,Drought related,Livelihood Support,4,2018,17
30/04/2018,Woqooyi Galbeed,Hargeysa,Hiraan,Bulo Burto,Drought related,Water,4,2018,16
31/05/2018,Banadir,Banadir,Hiraan,Belet Weyne,Flood,Shelter,4,2018,18
31/05/2018,Banadir,Banadir,Hiraan,Belet Weyne,Flood,Humanitarian Aid,4,2018,18
31/05/2018,Banadir,Banadir,Hiraan,Belet Weyne,Flood,Other,4,2018,20
31/05/2018,Bari,Bossaso,Hiraan,Belet Weyne,Flood,Food,4,2018,18
31/05/2018,Bari,Bossaso,Hiraan,Belet Weyne,Flood,Health,4,2018,19
31/05/2018,Bari,Qardho,Hiraan,Belet Weyne,Flood,Livelihood Support,4,2018,18
31/05/2018,Bari,Qardho,Hiraan,Belet Weyne,Flood,Food,4,2018,20
31/05/2018,Bari,Qardho,Hiraan,Belet Weyne,Flood,Health,4,2018,21
31/05/2018,Mudug,Gaalkacyo,Hiraan,Belet Weyne,Drought related,Livelihood Support,4,2018,21
31/05/2018,Nugaal,Garoowe,Hiraan,Belet Weyne,Flood,Livelihood Support,4,2018,19
31/05/2018,Nugaal,Garoowe,Hiraan,Belet Weyne,Flood,Health,4,2018,20
31/05/2018,Woqooyi Galbeed,Hargeysa,Hiraan,Belet Weyne,Drought related,Food,4,2018,21
31/05/2018,Woqooyi Galbeed,Hargeysa,Hiraan,Jalalaqsi,Drought related,Food,4,2018,19
30/06/2018,Bari,Qardho,Hiraan,Belet Weyne,Drought related,Food,4,2018,23
30/06/2018,Bari,Qardho,Hiraan,Belet Weyne,Flood,Health,4,2018,22
30/06/2018,Bari,Qardho,Hiraan,Belet Weyne,Flood,Shelter,4,2018,23
30/06/2018,Bari,Qardho,Hiraan,Bulo Burto,Conflict/Insecurity,Livelihood Support,4,2018,24
30/06/2018,Mudug,Gaalkacyo,Hiraan,Belet Weyne,Drought related,Food,4,2018,25
31/07/2018,Bari,Bossaso,Hiraan,Belet Weyne,Flood,Food,4,2018,27
31/07/2018,Bari,Qardho,Hiraan,Belet Weyne,Drought related,Livelihood Support,4,2018,27
31/07/2018,Bari,Qardho,Hiraan,Bulo Burto,Conflict/Insecurity,Livelihood Support,4,2018,27
31/07/2018,Mudug,Gaalkacyo,Hiraan,Bulo Burto,Drought related,Shelter,4,2018,29
31/08/2018,Bari,Qardho,Hiraan,Belet Weyne,Conflict/Insecurity,Humanitarian Aid,4,2018,31
31/08/2018,Mudug,Gaalkacyo,Hiraan,Belet Weyne,Drought related,Livelihood Support,4,2018,35
30/09/2018,Bari,Qardho,Hiraan,Belet Weyne,Drought related,Livelihood Support,4,2018,35
30/09/2018,Mudug,Gaalkacyo,Hiraan,Belet Weyne,Drought related,Livelihood Support,4,2018,35
30/09/2018,Woqooyi Galbeed,Hargeysa,Hiraan,Belet Weyne,Drought related,Water,4,2018,36
30/09/2018,Woqooyi Galbeed,Hargeysa,Hiraan,Bulo Burto,Drought related,Food,4,2018,39
31/10/2018,Bari,Qardho,Hiraan,Belet Weyne,Drought related,Health,4,2018,40
31/10/2018,Bari,Qardho,Hiraan,Belet Weyne,Drought related,Livelihood Support,4,2018,42
31/10/2018,Bari,Qardho,Hiraan,Belet Weyne,Drought related,Humanitarian Aid,4,2018,43
31/10/2018,Bari,Qardho,Hiraan,Jalalaqsi,Conflict/Insecurity,Livelihood Support,4,2018,41
31/10/2018,Mudug,Gaalkacyo,Hiraan,Bulo Burto,Drought related,Livelihood Support,4,2018,40
30/11/2018,Bari,Bossaso,Hiraan,Bulo Burto,Drought related,Food,4,2018,45
30/11/2018,Bari,Qardho,Hiraan,Belet Weyne,Drought related,Food,4,2018,46
30/11/2018,Mudug,Gaalkacyo,Hiraan,Belet Weyne,Drought related,Shelter,4,2018,44
30/11/2018,Mudug,Gaalkacyo,Hiraan,Belet Weyne,Drought related,Livelihood Support,4,2018,46
31/12/2018,Bari,Qardho,Hiraan,Belet Weyne,Drought related,Livelihood Support,4,2018,49
31/12/2018,Bari,Qardho,Hiraan,Belet Weyne,Drought related,Humanitarian Aid,4,2018,49
31/12/2018,Bari,Qardho,Hiraan,Bulo Burto,Conflict/Insecurity,Livelihood Support,4,2018,49
31/12/2018,Mudug,Gaalkacyo,Hiraan,Belet Weyne,Drought related,Shelter,4,2018,50
31/12/2018,Mudug,Gaalkacyo,Hiraan,Bulo Burto,Drought related,Shelter,4,2018,51
31/12/2018,Woqooyi Galbeed,Hargeysa,Hiraan,Bulo Burto,Drought related,Food,4,2018,49
31/01/2019,Bari,Bossaso,Hiraan,Belet Weyne,Drought related,Water,4,2019,2
31/01/2019,Bari,Bossaso,Hiraan,Belet Weyne,Drought related,Humanitarian Aid,4,2019,3
31/01/2019,Bari,Bossaso,Hiraan,Belet Weyne,Drought related,Shelter,4,2019,3
31/01/2019,Bari,Bossaso,Hiraan,Belet Weyne,Drought related,Livelihood Support,4,2019,3
31/01/2019,Mudug,Gaalkacyo,Hiraan,Bulo Burto,Drought related,Shelter,4,2019,1
31/01/2019,Mudug,Gaalkacyo,Hiraan,Bulo Burto,Drought related,Shelter,4,2019,3
31/01/2019,Mudug,Gaalkacyo,Hiraan,Jalalaqsi,Drought related,Livelihood Support,4,2019,3
28/02/2019,Bari,Bandarbeyla,Hiraan,Belet Weyne,Drought related,Livelihood Support,4,2019,7
28/02/2019,Bari,Qardho,Hiraan,Belet Weyne,Drought related,Shelter,4,2019,5
28/02/2019,Bari,Qardho,Hiraan,Bulo Burto,Conflict/Insecurity,Shelter,4,2019,5
28/02/2019,Bari,Qardho,Hiraan,Bulo Burto,Drought related,Livelihood Support,4,2019,9
28/02/2019,Mudug,Gaalkacyo,Hiraan,Belet Weyne,Drought related,Livelihood Support,4,2019,6
28/02/2019,Woqooyi Galbeed,Hargeysa,Hiraan,Bulo Burto,Drought related,Water,4,2019,6
31/03/2019,Bari,Bossaso,Hiraan,Bulo Burto,Drought related,Food,4,2019,11
31/03/2019,Bari,Bossaso,Hiraan,Bulo Burto,Drought related,Food,4,2019,11
31/03/2019,Bari,Bossaso,Hiraan,Bulo Burto,Drought related,Food,4,2019,12
31/03/2019,Bari,Qardho,Hiraan,Bulo Burto,Drought related,Health,4,2019,11
31/03/2019,Bari,Qardho,Hiraan,Bulo Burto,Drought related,Health,4,2019,12
