Previous (Departure) Region,Reason,nrind,year,week
Lower Shabelle,Conflict/Insecurity,7,2019,11
Lower Shabelle,Conflict/Insecurity,102,2019,11
Lower Shabelle,Conflict/Insecurity,126,2019,12
Lower Shabelle,Conflict/Insecurity,22,2019,12
Lower Shabelle,Conflict/Insecurity,2,2019,12
Lower Shabelle,Conflict/Insecurity,114,2019,12
Lower Shabelle,Conflict/Insecurity,159,2019,13
Lower Shabelle,Conflict/Insecurity,108,2019,13
Lower Shabelle,Conflict/Insecurity,102,2019,13
Lower Shabelle,Conflict/Insecurity,12,2019,13
Lower Shabelle,Conflict/Insecurity,7,2019,13
Lower Shabelle,Conflict/Insecurity,7,2019,10
Lower Shabelle,Conflict/Insecurity,114,2019,9
Lower Shabelle,Conflict/Insecurity,132,2019,9
Lower Shabelle,Conflict/Insecurity,108,2019,9
Lower Shabelle,Conflict/Insecurity,414,2019,10
Lower Shabelle,Conflict/Insecurity,5,2019,10
Lower Shabelle,Conflict/Insecurity,5,2019,10
Lower Shabelle,Conflict/Insecurity,12,2019,10
Lower Shabelle,Conflict/Insecurity,11,2019,10
Lower Shabelle,Conflict/Insecurity,13,2019,10
Lower Shabelle,Conflict/Insecurity,11,2019,10
Lower Shabelle,Conflict/Insecurity,20,2019,10
Lower Shabelle,Conflict/Insecurity,20,2019,10
Lower Shabelle,Conflict/Insecurity,58,2019,10
Lower Shabelle,Conflict/Insecurity,28,2019,10
Lower Shabelle,Conflict/Insecurity,6,2019,10
Lower Shabelle,Conflict/Insecurity,4,2019,10
Lower Shabelle,Conflict/Insecurity,19,2019,11
Lower Shabelle,Conflict/Insecurity,42,2019,11
Lower Shabelle,Conflict/Insecurity,10,2019,11
Lower Shabelle,Conflict/Insecurity,20,2019,11
Lower Shabelle,Conflict/Insecurity,6,2019,11
Lower Shabelle,Conflict/Insecurity,13,2019,11
Lower Shabelle,Conflict/Insecurity,120,2019,12
Lower Shabelle,Conflict/Insecurity,46,2019,12
Lower Shabelle,Conflict/Insecurity,7,2019,12
Lower Shabelle,Conflict/Insecurity,108,2019,12
Lower Shabelle,Conflict/Insecurity,102,2019,12
Lower Shabelle,Conflict/Insecurity,14,2019,13
Lower Shabelle,Conflict/Insecurity,14,2019,13
Lower Shabelle,Conflict/Insecurity,108,2019,13
Lower Shabelle,Conflict/Insecurity,7,2019,13
Lower Shabelle,Conflict/Insecurity,184,2019,9
Lower Shabelle,Conflict/Insecurity,5,2019,9
Lower Shabelle,Conflict/Insecurity,12,2019,9
Lower Shabelle,Conflict/Insecurity,7,2019,9
Lower Shabelle,Conflict/Insecurity,50,2019,9
Lower Shabelle,Conflict/Insecurity,9,2019,10
Lower Shabelle,Conflict/Insecurity,7,2019,10
Lower Shabelle,Conflict/Insecurity,6,2019,10
Lower Shabelle,Conflict/Insecurity,108,2019,11
Lower Shabelle,Conflict/Insecurity,24,2019,11
Lower Shabelle,Conflict/Insecurity,14,2019,11
Lower Shabelle,Conflict/Insecurity,7,2019,11
Lower Shabelle,Conflict/Insecurity,101,2019,11
Lower Shabelle,Conflict/Insecurity,108,2019,11
Lower Shabelle,Conflict/Insecurity,63,2019,11
Lower Shabelle,Conflict/Insecurity,134,2019,11
Lower Shabelle,Conflict/Insecurity,4,2019,12
Lower Shabelle,Conflict/Insecurity,5,2019,12
Lower Shabelle,Conflict/Insecurity,102,2019,12
Lower Shabelle,Conflict/Insecurity,18,2019,12
Lower Shabelle,Conflict/Insecurity,6,2019,12
Lower Shabelle,Conflict/Insecurity,114,2019,12
Lower Shabelle,Conflict/Insecurity,114,2019,12
Lower Shabelle,Conflict/Insecurity,3,2019,12
Lower Shabelle,Conflict/Insecurity,22,2019,13
Lower Shabelle,Conflict/Insecurity,144,2019,9
Lower Shabelle,Conflict/Insecurity,126,2019,9
Lower Shabelle,Conflict/Insecurity,132,2019,10
Lower Shabelle,Conflict/Insecurity,120,2019,10
Lower Shabelle,Conflict/Insecurity,112,2019,10
Lower Shabelle,Conflict/Insecurity,115,2019,10
Lower Shabelle,Conflict/Insecurity,126,2019,10
Lower Shabelle,Conflict/Insecurity,7,2019,10
Lower Shabelle,Conflict/Insecurity,15,2019,11
Lower Shabelle,Conflict/Insecurity,210,2019,11
Lower Shabelle,Conflict/Insecurity,132,2019,11
Lower Shabelle,Conflict/Insecurity,150,2019,11
Lower Shabelle,Conflict/Insecurity,157,2019,12
Lower Shabelle,Conflict/Insecurity,52,2019,12
Lower Shabelle,Conflict/Insecurity,44,2019,12
Lower Shabelle,Conflict/Insecurity,4,2019,12
Lower Shabelle,Conflict/Insecurity,19,2019,12
Lower Shabelle,Conflict/Insecurity,93,2019,12
Lower Shabelle,Conflict/Insecurity,18,2019,12
Lower Shabelle,Conflict/Insecurity,204,2019,12
Lower Shabelle,Conflict/Insecurity,27,2019,13
Lower Shabelle,Conflict/Insecurity,88,2019,13
Lower Shabelle,Conflict/Insecurity,75,2019,13
Lower Shabelle,Conflict/Insecurity,21,2019,10
Lower Shabelle,Conflict/Insecurity,5,2019,10
Lower Shabelle,Conflict/Insecurity,18,2019,11
Lower Shabelle,Conflict/Insecurity,7,2019,9
Lower Shabelle,Conflict/Insecurity,4,2019,9
Lower Shabelle,Conflict/Insecurity,7,2019,11
Lower Shabelle,Conflict/Insecurity,9,2019,10
Lower Shabelle,Conflict/Insecurity,7,2019,10
Lower Shabelle,Conflict/Insecurity,3,2019,10
Lower Shabelle,Conflict/Insecurity,4,2019,10
Lower Shabelle,Conflict/Insecurity,16,2019,10
Lower Shabelle,Conflict/Insecurity,2,2019,10
Lower Shabelle,Conflict/Insecurity,6,2019,10
Lower Shabelle,Conflict/Insecurity,7,2019,12
Lower Shabelle,Conflict/Insecurity,8,2019,12
Lower Shabelle,Conflict/Insecurity,8,2019,12
Lower Shabelle,Conflict/Insecurity,8,2019,13
Lower Shabelle,Conflict/Insecurity,7,2019,9
Lower Shabelle,Conflict/Insecurity,5,2019,9
Lower Shabelle,Conflict/Insecurity,11,2019,9
Lower Shabelle,Conflict/Insecurity,11,2019,9
Lower Shabelle,Conflict/Insecurity,6,2019,9
Lower Shabelle,Conflict/Insecurity,7,2019,13
Lower Shabelle,Conflict/Insecurity,7,2019,13
Lower Shabelle,Conflict/Insecurity,6,2019,13
Lower Shabelle,Conflict/Insecurity,58,2019,14
Lower Shabelle,Conflict/Insecurity,102,2019,14
Lower Shabelle,Conflict/Insecurity,102,2019,14
Lower Shabelle,Conflict/Insecurity,102,2019,14
Lower Shabelle,Conflict/Insecurity,23,2019,14
Lower Shabelle,Conflict/Insecurity,14,2019,14
Lower Shabelle,Conflict/Insecurity,4,2019,14
Lower Shabelle,Conflict/Insecurity,11,2019,14
Lower Shabelle,Conflict/Insecurity,14,2019,14
Lower Shabelle,Conflict/Insecurity,300,2019,14
Lower Shabelle,Conflict/Insecurity,150,2019,14
Lower Shabelle,Conflict/Insecurity,178,2019,14
Lower Shabelle,Conflict/Insecurity,288,2019,14
Lower Shabelle,Conflict/Insecurity,600,2019,15
Lower Shabelle,Conflict/Insecurity,780,2019,15
Lower Shabelle,Conflict/Insecurity,1026,2019,15
Lower Shabelle,Conflict/Insecurity,102,2019,15
Lower Shabelle,Conflict/Insecurity,900,2019,15
Lower Shabelle,Conflict/Insecurity,442,2019,15
Lower Shabelle,Conflict/Insecurity,13,2019,15
Lower Shabelle,Conflict/Insecurity,10,2019,15
Lower Shabelle,Conflict/Insecurity,220,2019,15
Lower Shabelle,Conflict/Insecurity,132,2019,15
Lower Shabelle,Conflict/Insecurity,47,2019,16
Lower Shabelle,Conflict/Insecurity,109,2019,16
Lower Shabelle,Conflict/Insecurity,17,2019,16
Lower Shabelle,Conflict/Insecurity,6,2019,16
Lower Shabelle,Conflict/Insecurity,114,2019,16
Lower Shabelle,Conflict/Insecurity,7,2019,16
Lower Shabelle,Conflict/Insecurity,352,2019,16
Lower Shabelle,Conflict/Insecurity,119,2019,16
Lower Shabelle,Conflict/Insecurity,21,2019,16
Lower Shabelle,Conflict/Insecurity,15,2019,16
Lower Shabelle,Conflict/Insecurity,9,2019,16
Lower Shabelle,Conflict/Insecurity,5,2019,16
Lower Shabelle,Conflict/Insecurity,4,2019,16
Lower Shabelle,Conflict/Insecurity,4,2019,16
Lower Shabelle,Conflict/Insecurity,16,2019,17
Lower Shabelle,Conflict/Insecurity,180,2019,17
Lower Shabelle,Conflict/Insecurity,6,2019,17
Lower Shabelle,Conflict/Insecurity,128,2019,17
Lower Shabelle,Conflict/Insecurity,52,2019,17
Lower Shabelle,Conflict/Insecurity,9,2019,17
Lower Shabelle,Conflict/Insecurity,8,2019,17
Lower Shabelle,Conflict/Insecurity,8,2019,17
Lower Shabelle,Conflict/Insecurity,5,2019,17
Lower Shabelle,Conflict/Insecurity,60,2019,17
Lower Shabelle,Conflict/Insecurity,13,2019,14
Lower Shabelle,Conflict/Insecurity,8,2019,14
Lower Shabelle,Conflict/Insecurity,21,2019,14
Lower Shabelle,Conflict/Insecurity,60,2019,14
Lower Shabelle,Conflict/Insecurity,10,2019,14
Lower Shabelle,Conflict/Insecurity,12,2019,14
Lower Shabelle,Conflict/Insecurity,7,2019,14
Lower Shabelle,Conflict/Insecurity,29,2019,15
Lower Shabelle,Conflict/Insecurity,26,2019,15
Lower Shabelle,Conflict/Insecurity,7,2019,16
Lower Shabelle,Conflict/Insecurity,24,2019,16
Lower Shabelle,Conflict/Insecurity,11,2019,16
Lower Shabelle,Conflict/Insecurity,11,2019,16
Lower Shabelle,Conflict/Insecurity,6,2019,16
Lower Shabelle,Conflict/Insecurity,300,2019,16
Lower Shabelle,Conflict/Insecurity,102,2019,17
Lower Shabelle,Conflict/Insecurity,112,2019,17
Lower Shabelle,Conflict/Insecurity,5,2019,17
Lower Shabelle,Conflict/Insecurity,7,2019,17
Lower Shabelle,Conflict/Insecurity,107,2019,14
Lower Shabelle,Conflict/Insecurity,8,2019,14
Lower Shabelle,Conflict/Insecurity,33,2019,14
Lower Shabelle,Conflict/Insecurity,108,2019,14
Lower Shabelle,Conflict/Insecurity,18,2019,14
Lower Shabelle,Conflict/Insecurity,6,2019,14
Lower Shabelle,Conflict/Insecurity,6,2019,14
Lower Shabelle,Conflict/Insecurity,102,2019,14
Lower Shabelle,Conflict/Insecurity,11,2019,14
Lower Shabelle,Conflict/Insecurity,19,2019,15
Lower Shabelle,Conflict/Insecurity,102,2019,16
Lower Shabelle,Conflict/Insecurity,15,2019,16
Lower Shabelle,Conflict/Insecurity,4,2019,16
Lower Shabelle,Conflict/Insecurity,22,2019,16
Lower Shabelle,Conflict/Insecurity,101,2019,16
Lower Shabelle,Conflict/Insecurity,9,2019,16
Lower Shabelle,Conflict/Insecurity,4,2019,16
Lower Shabelle,Conflict/Insecurity,210,2019,16
Lower Shabelle,Conflict/Insecurity,53,2019,14
Lower Shabelle,Conflict/Insecurity,7,2019,14
Lower Shabelle,Conflict/Insecurity,7,2019,14
Lower Shabelle,Conflict/Insecurity,35,2019,14
Lower Shabelle,Conflict/Insecurity,88,2019,14
Lower Shabelle,Conflict/Insecurity,21,2019,15
Lower Shabelle,Conflict/Insecurity,5,2019,15
Lower Shabelle,Conflict/Insecurity,6,2019,15
Lower Shabelle,Conflict/Insecurity,5,2019,15
Lower Shabelle,Conflict/Insecurity,171,2019,16
Lower Shabelle,Conflict/Insecurity,132,2019,17
Lower Shabelle,Conflict/Insecurity,109,2019,17
Lower Shabelle,Conflict/Insecurity,8,2019,15
Lower Shabelle,Conflict/Insecurity,288,2019,14
Lower Shabelle,Conflict/Insecurity,162,2019,14
Lower Shabelle,Conflict/Insecurity,17,2019,14
Lower Shabelle,Conflict/Insecurity,6,2019,14
Lower Shabelle,Conflict/Insecurity,5,2019,14
Lower Shabelle,Conflict/Insecurity,7,2019,14
Lower Shabelle,Conflict/Insecurity,8,2019,16
Lower Shabelle,Conflict/Insecurity,6,2019,16
Lower Shabelle,Conflict/Insecurity,2,2019,16
Lower Shabelle,Conflict/Insecurity,16,2019,16
Lower Shabelle,Conflict/Insecurity,12,2019,14
Lower Shabelle,Conflict/Insecurity,10,2019,14
Lower Shabelle,Conflict/Insecurity,7,2019,14
Lower Shabelle,Conflict/Insecurity,16,2019,14
Lower Shabelle,Conflict/Insecurity,8,2019,14
Lower Shabelle,Conflict/Insecurity,9,2019,14
Lower Shabelle,Conflict/Insecurity,16,2019,15
Lower Shabelle,Conflict/Insecurity,9,2019,15
Lower Shabelle,Conflict/Insecurity,16,2019,15
Lower Shabelle,Conflict/Insecurity,6,2019,15
Lower Shabelle,Conflict/Insecurity,8,2019,16
Lower Shabelle,Conflict/Insecurity,7,2019,17
Lower Shabelle,Conflict/Insecurity,7,2019,17
Lower Shabelle,Conflict/Insecurity,13,2019,17
Lower Shabelle,Conflict/Insecurity,15,2019,17
Lower Shabelle,Conflict/Insecurity,8,2019,14
Lower Shabelle,Conflict/Insecurity,6,2019,14
Lower Shabelle,Conflict/Insecurity,6,2019,14
Lower Shabelle,Conflict/Insecurity,7,2019,14
Lower Shabelle,Conflict/Insecurity,8,2019,15
Lower Shabelle,Conflict/Insecurity,7,2019,15
Lower Shabelle,Conflict/Insecurity,6,2019,15
Lower Shabelle,Conflict/Insecurity,6,2019,15
Lower Shabelle,Conflict/Insecurity,16,2019,16
Lower Shabelle,Conflict/Insecurity,7,2019,16
Lower Shabelle,Conflict/Insecurity,8,2019,17
Lower Shabelle,Conflict/Insecurity,17,2019,17
Lower Shabelle,Conflict/Insecurity,7,2019,17
Lower Shabelle,Conflict/Insecurity,7,2019,17
Lower Shabelle,Conflict/Insecurity,6,2019,17
Lower Shabelle,Conflict/Insecurity,7,2019,14
Lower Shabelle,Conflict/Insecurity,20,2019,14
Lower Shabelle,Conflict/Insecurity,20,2019,14
Lower Shabelle,Conflict/Insecurity,7,2019,14
Lower Shabelle,Conflict/Insecurity,8,2019,14
Lower Shabelle,Conflict/Insecurity,16,2019,14
Lower Shabelle,Conflict/Insecurity,7,2019,15
Lower Shabelle,Conflict/Insecurity,13,2019,15
Lower Shabelle,Conflict/Insecurity,7,2019,15
Lower Shabelle,Conflict/Insecurity,8,2019,15
Lower Shabelle,Conflict/Insecurity,7,2019,15
Lower Shabelle,Conflict/Insecurity,7,2019,16
Lower Shabelle,Conflict/Insecurity,7,2019,16
Lower Shabelle,Conflict/Insecurity,6,2019,16
Lower Shabelle,Conflict/Insecurity,7,2019,16
Lower Shabelle,Conflict/Insecurity,15,2019,17
Lower Shabelle,Conflict/Insecurity,7,2019,17
Lower Shabelle,Conflict/Insecurity,7,2019,17
Lower Shabelle,Conflict/Insecurity,7,2019,17
Lower Shabelle,Conflict/Insecurity,13,2019,17
Lower Shabelle,Conflict/Insecurity,7,2019,17
Lower Shabelle,Conflict/Insecurity,8,2019,17
Lower Shabelle,Conflict/Insecurity,8,2019,17
Lower Shabelle,Conflict/Insecurity,7,2019,17
Lower Shabelle,Conflict/Insecurity,22,2019,17
Lower Shabelle,Conflict/Insecurity,8,2019,18
Lower Shabelle,Conflict/Insecurity,6,2019,18
Lower Shabelle,Conflict/Insecurity,15,2019,18
Lower Shabelle,Conflict/Insecurity,25,2019,18
Lower Shabelle,Conflict/Insecurity,12,2019,18
Lower Shabelle,Conflict/Insecurity,527,2019,18
Lower Shabelle,Conflict/Insecurity,41,2019,18
Lower Shabelle,Conflict/Insecurity,220,2019,18
Lower Shabelle,Conflict/Insecurity,110,2019,18
Lower Shabelle,Conflict/Insecurity,270,2019,18
Lower Shabelle,Conflict/Insecurity,26,2019,18
Lower Shabelle,Conflict/Insecurity,346,2019,18
Lower Shabelle,Conflict/Insecurity,120,2019,19
Lower Shabelle,Conflict/Insecurity,213,2019,19
Lower Shabelle,Conflict/Insecurity,11,2019,19
Lower Shabelle,Conflict/Insecurity,8,2019,19
Lower Shabelle,Conflict/Insecurity,7,2019,19
Lower Shabelle,Conflict/Insecurity,149,2019,19
Lower Shabelle,Conflict/Insecurity,11,2019,19
Lower Shabelle,Conflict/Insecurity,159,2019,19
Lower Shabelle,Conflict/Insecurity,107,2019,19
Lower Shabelle,Conflict/Insecurity,5,2019,19
Lower Shabelle,Conflict/Insecurity,102,2019,20
Lower Shabelle,Conflict/Insecurity,19,2019,20
Lower Shabelle,Conflict/Insecurity,9,2019,20
Lower Shabelle,Conflict/Insecurity,108,2019,20
Lower Shabelle,Conflict/Insecurity,102,2019,20
Lower Shabelle,Conflict/Insecurity,108,2019,20
Lower Shabelle,Conflict/Insecurity,10,2019,20
Lower Shabelle,Conflict/Insecurity,6,2019,20
Lower Shabelle,Conflict/Insecurity,312,2019,20
Lower Shabelle,Conflict/Insecurity,24,2019,20
Lower Shabelle,Conflict/Insecurity,270,2019,20
Lower Shabelle,Conflict/Insecurity,22,2019,21
Lower Shabelle,Conflict/Insecurity,12,2019,21
Lower Shabelle,Conflict/Insecurity,2,2019,21
Lower Shabelle,Conflict/Insecurity,102,2019,21
Lower Shabelle,Conflict/Insecurity,6,2019,21
Lower Shabelle,Conflict/Insecurity,102,2019,21
Lower Shabelle,Conflict/Insecurity,8,2019,21
Lower Shabelle,Conflict/Insecurity,7,2019,22
Lower Shabelle,Conflict/Insecurity,5,2019,21
Lower Shabelle,Conflict/Insecurity,19,2019,18
Lower Shabelle,Conflict/Insecurity,3,2019,18
Lower Shabelle,Conflict/Insecurity,18,2019,18
Lower Shabelle,Conflict/Insecurity,126,2019,18
Lower Shabelle,Conflict/Insecurity,7,2019,18
Lower Shabelle,Conflict/Insecurity,131,2019,18
Lower Shabelle,Conflict/Insecurity,6,2019,18
Lower Shabelle,Conflict/Insecurity,110,2019,19
Lower Shabelle,Conflict/Insecurity,23,2019,19
Lower Shabelle,Conflict/Insecurity,353,2019,19
Lower Shabelle,Conflict/Insecurity,14,2019,19
Lower Shabelle,Conflict/Insecurity,422,2019,19
Lower Shabelle,Conflict/Insecurity,659,2019,19
Lower Shabelle,Conflict/Insecurity,120,2019,19
Lower Shabelle,Conflict/Insecurity,1128,2019,19
Lower Shabelle,Conflict/Insecurity,744,2019,20
Lower Shabelle,Conflict/Insecurity,749,2019,20
Lower Shabelle,Conflict/Insecurity,336,2019,20
Lower Shabelle,Conflict/Insecurity,876,2019,20
Lower Shabelle,Conflict/Insecurity,108,2019,20
Lower Shabelle,Conflict/Insecurity,750,2019,20
Lower Shabelle,Conflict/Insecurity,10,2019,20
Lower Shabelle,Conflict/Insecurity,4,2019,20
Lower Shabelle,Conflict/Insecurity,102,2019,20
Lower Shabelle,Conflict/Insecurity,66,2019,20
Lower Shabelle,Conflict/Insecurity,204,2019,21
Lower Shabelle,Conflict/Insecurity,138,2019,21
Lower Shabelle,Conflict/Insecurity,102,2019,21
Lower Shabelle,Conflict/Insecurity,204,2019,21
Lower Shabelle,Conflict/Insecurity,102,2019,21
Lower Shabelle,Conflict/Insecurity,258,2019,21
Lower Shabelle,Conflict/Insecurity,402,2019,21
Lower Shabelle,Conflict/Insecurity,342,2019,21
Lower Shabelle,Conflict/Insecurity,114,2019,21
Lower Shabelle,Conflict/Insecurity,110,2019,18
Lower Shabelle,Conflict/Insecurity,39,2019,18
Lower Shabelle,Conflict/Insecurity,9,2019,18
Lower Shabelle,Conflict/Insecurity,11,2019,18
Lower Shabelle,Conflict/Insecurity,18,2019,18
Lower Shabelle,Conflict/Insecurity,7,2019,18
Lower Shabelle,Conflict/Insecurity,9,2019,19
Lower Shabelle,Conflict/Insecurity,8,2019,19
Lower Shabelle,Conflict/Insecurity,6,2019,19
Lower Shabelle,Conflict/Insecurity,109,2019,19
Lower Shabelle,Conflict/Insecurity,8,2019,19
Lower Shabelle,Conflict/Insecurity,204,2019,19
Lower Shabelle,Conflict/Insecurity,11,2019,20
Lower Shabelle,Conflict/Insecurity,399,2019,20
Lower Shabelle,Conflict/Insecurity,108,2019,21
Lower Shabelle,Conflict/Insecurity,312,2019,18
Lower Shabelle,Conflict/Insecurity,7,2019,19
Lower Shabelle,Conflict/Insecurity,6,2019,19
Lower Shabelle,Conflict/Insecurity,102,2019,19
Lower Shabelle,Conflict/Insecurity,120,2019,19
Lower Shabelle,Conflict/Insecurity,6,2019,20
Lower Shabelle,Conflict/Insecurity,18,2019,20
Lower Shabelle,Conflict/Insecurity,23,2019,20
Lower Shabelle,Conflict/Insecurity,5,2019,20
Lower Shabelle,Conflict/Insecurity,6,2019,21
Lower Shabelle,Conflict/Insecurity,108,2019,21
Lower Shabelle,Conflict/Insecurity,18,2019,21
Lower Shabelle,Conflict/Insecurity,126,2019,21
Lower Shabelle,Conflict/Insecurity,7,2019,22
Lower Shabelle,Conflict/Insecurity,16,2019,19
Lower Shabelle,Conflict/Insecurity,15,2019,18
Lower Shabelle,Conflict/Insecurity,4,2019,18
Lower Shabelle,Conflict/Insecurity,8,2019,18
Lower Shabelle,Conflict/Insecurity,7,2019,18
Lower Shabelle,Conflict/Insecurity,1290,2019,18
Lower Shabelle,Conflict/Insecurity,2346,2019,18
Lower Shabelle,Conflict/Insecurity,384,2019,18
Lower Shabelle,Conflict/Insecurity,312,2019,18
Lower Shabelle,Conflict/Insecurity,156,2019,19
Lower Shabelle,Conflict/Insecurity,6,2019,20
Lower Shabelle,Conflict/Insecurity,9,2019,20
Lower Shabelle,Conflict/Insecurity,8,2019,20
Lower Shabelle,Conflict/Insecurity,7,2019,20
Lower Shabelle,Conflict/Insecurity,8,2019,20
Lower Shabelle,Conflict/Insecurity,14,2019,20
Lower Shabelle,Conflict/Insecurity,9,2019,20
Lower Shabelle,Conflict/Insecurity,13,2019,20
Lower Shabelle,Conflict/Insecurity,12,2019,18
Lower Shabelle,Conflict/Insecurity,7,2019,18
Lower Shabelle,Conflict/Insecurity,16,2019,19
Lower Shabelle,Conflict/Insecurity,7,2019,19
Lower Shabelle,Conflict/Insecurity,6,2019,19
Lower Shabelle,Conflict/Insecurity,8,2019,19
Lower Shabelle,Conflict/Insecurity,9,2019,19
Lower Shabelle,Conflict/Insecurity,6,2019,19
Lower Shabelle,Conflict/Insecurity,17,2019,20
Lower Shabelle,Conflict/Insecurity,10,2019,20
Lower Shabelle,Conflict/Insecurity,7,2019,20
Lower Shabelle,Conflict/Insecurity,9,2019,20
Lower Shabelle,Conflict/Insecurity,7,2019,21
Lower Shabelle,Conflict/Insecurity,13,2019,18
Lower Shabelle,Conflict/Insecurity,8,2019,18
Lower Shabelle,Conflict/Insecurity,7,2019,19
Lower Shabelle,Conflict/Insecurity,8,2019,19
Lower Shabelle,Conflict/Insecurity,8,2019,19
Lower Shabelle,Conflict/Insecurity,25,2019,19
Lower Shabelle,Conflict/Insecurity,10,2019,20
Lower Shabelle,Conflict/Insecurity,7,2019,20
Lower Shabelle,Conflict/Insecurity,15,2019,21
Lower Shabelle,Conflict/Insecurity,9,2019,21
Lower Shabelle,Conflict/Insecurity,9,2019,21
Lower Shabelle,Conflict/Insecurity,13,2019,18
Lower Shabelle,Conflict/Insecurity,8,2019,18
Lower Shabelle,Conflict/Insecurity,8,2019,18
Lower Shabelle,Conflict/Insecurity,6,2019,19
Lower Shabelle,Conflict/Insecurity,8,2019,19
Lower Shabelle,Conflict/Insecurity,22,2019,19
Lower Shabelle,Conflict/Insecurity,8,2019,19
Lower Shabelle,Conflict/Insecurity,7,2019,19
Lower Shabelle,Conflict/Insecurity,8,2019,19
Lower Shabelle,Conflict/Insecurity,16,2019,20
Lower Shabelle,Conflict/Insecurity,15,2019,20
Lower Shabelle,Conflict/Insecurity,13,2019,20
Lower Shabelle,Conflict/Insecurity,6,2019,20
Lower Shabelle,Conflict/Insecurity,8,2019,21
Lower Shabelle,Conflict/Insecurity,6,2019,21
Lower Shabelle,Conflict/Insecurity,22,2019,21
Lower Shabelle,Conflict/Insecurity,8,2019,20
Lower Shabelle,Conflict/Insecurity,31,2019,22
Lower Shabelle,Conflict/Insecurity,2,2019,22
Lower Shabelle,Conflict/Insecurity,6,2019,22
Lower Shabelle,Conflict/Insecurity,23,2019,22
Lower Shabelle,Conflict/Insecurity,16,2019,22
Lower Shabelle,Conflict/Insecurity,102,2019,23
Lower Shabelle,Conflict/Insecurity,150,2019,23
Lower Shabelle,Conflict/Insecurity,6,2019,23
Lower Shabelle,Conflict/Insecurity,102,2019,23
Lower Shabelle,Conflict/Insecurity,25,2019,23
Lower Shabelle,Conflict/Insecurity,10,2019,23
Lower Shabelle,Conflict/Insecurity,27,2019,23
Lower Shabelle,Conflict/Insecurity,5,2019,23
Lower Shabelle,Conflict/Insecurity,42,2019,23
Lower Shabelle,Conflict/Insecurity,17,2019,23
Lower Shabelle,Conflict/Insecurity,5,2019,23
Lower Shabelle,Conflict/Insecurity,6,2019,23
Lower Shabelle,Conflict/Insecurity,120,2019,24
Lower Shabelle,Conflict/Insecurity,5,2019,24
Lower Shabelle,Conflict/Insecurity,35,2019,24
Lower Shabelle,Conflict/Insecurity,114,2019,24
Lower Shabelle,Conflict/Insecurity,108,2019,24
Lower Shabelle,Conflict/Insecurity,8,2019,24
Lower Shabelle,Conflict/Insecurity,15,2019,24
Lower Shabelle,Conflict/Insecurity,120,2019,24
Lower Shabelle,Conflict/Insecurity,43,2019,25
Lower Shabelle,Conflict/Insecurity,62,2019,25
Lower Shabelle,Conflict/Insecurity,6,2019,25
Lower Shabelle,Conflict/Insecurity,12,2019,25
Lower Shabelle,Conflict/Insecurity,3,2019,25
Lower Shabelle,Conflict/Insecurity,19,2019,25
Lower Shabelle,Conflict/Insecurity,22,2019,25
Lower Shabelle,Conflict/Insecurity,24,2019,25
Lower Shabelle,Conflict/Insecurity,108,2019,25
Lower Shabelle,Conflict/Insecurity,7,2019,26
Lower Shabelle,Conflict/Insecurity,200,2019,26
Lower Shabelle,Conflict/Insecurity,288,2019,26
Lower Shabelle,Conflict/Insecurity,7,2019,23
Lower Shabelle,Conflict/Insecurity,4,2019,22
Lower Shabelle,Conflict/Insecurity,12,2019,22
Lower Shabelle,Conflict/Insecurity,6,2019,23
Lower Shabelle,Conflict/Insecurity,5,2019,23
Lower Shabelle,Conflict/Insecurity,7,2019,23
Lower Shabelle,Conflict/Insecurity,5,2019,23
Lower Shabelle,Conflict/Insecurity,14,2019,24
Lower Shabelle,Conflict/Insecurity,138,2019,24
Lower Shabelle,Conflict/Insecurity,348,2019,24
Lower Shabelle,Conflict/Insecurity,168,2019,25
Lower Shabelle,Conflict/Insecurity,120,2019,25
Lower Shabelle,Conflict/Insecurity,102,2019,25
Lower Shabelle,Conflict/Insecurity,102,2019,25
Lower Shabelle,Conflict/Insecurity,162,2019,26
Lower Shabelle,Conflict/Insecurity,138,2019,26
Lower Shabelle,Conflict/Insecurity,11,2019,23
Lower Shabelle,Conflict/Insecurity,102,2019,23
Lower Shabelle,Conflict/Insecurity,15,2019,23
Lower Shabelle,Conflict/Insecurity,102,2019,23
Lower Shabelle,Conflict/Insecurity,211,2019,24
Lower Shabelle,Conflict/Insecurity,102,2019,24
Lower Shabelle,Conflict/Insecurity,11,2019,24
Lower Shabelle,Conflict/Insecurity,120,2019,24
Lower Shabelle,Conflict/Insecurity,33,2019,24
Lower Shabelle,Conflict/Insecurity,20,2019,24
Lower Shabelle,Conflict/Insecurity,9,2019,24
Lower Shabelle,Conflict/Insecurity,274,2019,24
Lower Shabelle,Conflict/Insecurity,5,2019,25
Lower Shabelle,Conflict/Insecurity,14,2019,25
Lower Shabelle,Conflict/Insecurity,132,2019,25
Lower Shabelle,Conflict/Insecurity,222,2019,26
Lower Shabelle,Conflict/Insecurity,102,2019,26
Lower Shabelle,Conflict/Insecurity,102,2019,26
Lower Shabelle,Conflict/Insecurity,8,2019,22
Lower Shabelle,Conflict/Insecurity,4,2019,22
Lower Shabelle,Conflict/Insecurity,420,2019,23
Lower Shabelle,Conflict/Insecurity,19,2019,24
